id:ID,name,:LABEL,parent
b0_c7_365,春秋季节,多发人群,b0_c7_320
b0_c7_366,学校,多发人群,b0_c7_320
b0_c7_367,工厂,多发人群,b0_c7_320
b0_c7_369,免疫力低下,多发人群,b0_c7_324
b0_c7_370,酗酒,多发人群,b0_c7_324
b0_c7_372,眼内炎,疾病,b0_c4_816
b0_c7_373,关节炎,疾病,b0_c5_202
b0_c7_374,脑膜炎,疾病,b0_c7_319
b0_c7_375,肺炎,疾病,b0_c7_319
b0_c7_376,睑缘炎,并发症,
b0_c7_377,卡他性边缘性角膜浸润,疾病,b0_c7_322
b0_c7_378,眶周蜂窝织炎,疾病,b0_c7_322
b0_c7_379,咽白喉,疾病,b0_c7_323
b0_c7_380,瘢痕,疾病,b0_c6_206
b0_c7_382,眼外肌麻痹,疾病,b0_c7_323
b0_c7_383,调节麻痹,疾病,b0_c7_323
b0_c7_384,眼、睑、球粘连,疾病,b0_c7_323
b0_c7_385,慢性细菌性结膜炎,疾病,
b0_c7_388,眦部结膜炎,疾病,
b0_c7_390,chronic bacterial conjunctivitis,别名,b0_c7_385
b0_c7_392,摩拉克菌,病因,b0_c7_385
b0_c7_394,鼻泪管阻塞,解剖结构,b0_c7_385
b0_c7_397,眼刺痛,症状和体征,b0_c7_385
b0_c7_400,睑结膜增厚,症状和体征,b0_c7_385
b0_c7_401,白色泡沫样分泌物,症状和体征,b0_c7_385
b0_c7_402,外眦角皮肤结痂,症状和体征,b0_c7_388
b0_c7_403,溃疡形成,症状和体征,b0_c7_388
b0_c7_404,睑结膜乳头增生,症状和体征,b0_c7_388
b0_c7_406,角膜周边点状浸润,症状和体征,
b0_c7_407,广谱抗生素,药物治疗,b0_c21_140
b0_c7_408,敏感抗生素,药物治疗,b0_c7_385
b0_c7_409,局部用药,药物治疗,b0_c2_93
b0_c7_410,联合用药,药物治疗,b0_c7_385
b0_c7_412,抗感染治疗,基础治疗,b0_c7_385
b0_c7_413,局部治疗,基础治疗,b0_c7_385
b0_c7_414,太阳镜,辅助治疗,b0_c7_385
b0_c7_415,Gram染色,诊断方案,b0_c0_239
b0_c7_418,血培养,诊断方案,b0_c7_385
b0_c7_419,依从性,预后情况,b0_c7_385
b0_c7_420,角膜感染,疾病,b0_c7_271
b0_c7_421,全身感染,疾病,b0_c7_271
b0_c7_422,甲氧西林耐药性葡萄球菌性结膜炎,疾病,
b0_c7_423,慢性葡萄球菌性结膜炎,疾病,
b0_c7_424,急性阶段,注意事项,b0_c4_460
b0_c7_425,患眼分泌物多,症状和体征,b0_c3_618
b0_c7_427,妥布霉素,药品,b0_c13_467
b0_c7_428,阿奇霉素,药品,b0_c7_198
b0_c7_429,氧氟沙星,药品,b0_c7_198
b0_c7_430,加替沙星,药品,b0_c4_460
b0_c7_431,左氧氟沙星,药品,b0_c4_460
b0_c7_432,万古霉素,药品,b0_c7_422
b0_c7_433,杆菌肽,药品,b0_c7_423
b0_c7_435,硫酸锌盐水,药品,b0_c7_436
b0_c7_436,收敛剂,药物治疗,
b0_c7_437,广谱氨基酸苷类,药物治疗,b0_c4_460
b0_c7_438,喹诺酮类,药物治疗,b0_c4_460
b0_c7_439,外源性(原发性)脑膜炎球菌性结膜炎,疾病,
b0_c7_440,急性细菌性结膜炎,疾病,b0_c7_441
b0_c7_441,流感嗜血杆菌感染,疾病,
b0_c7_442,青霉素,药品,b0_c7_198
b0_c7_443,头孢曲松钠,药品,b0_c7_198
b0_c7_444,大观霉素,药品,b0_c7_198
b0_c7_446,喹诺酮类药物,药品,b0_c7_198
b0_c7_447,环丙沙星,药品,b0_c7_198
b0_c7_448,青霉素G,药品,b0_c8_196
b0_c7_449,头孢噻肟钠,药品,
b0_c7_450,利福平,药品,b0_c7_440
b0_c7_451,头孢类抗生素,药品,b0_c7_440
b0_c7_452,脑膜炎球菌血症,疾病,b0_c7_439
b0_c7_453,菌血症,疾病,b0_c7_439
b0_c7_454,咽炎,疾病,b0_c7_440
b0_c7_455,急性化脓性中耳炎,疾病,b0_c7_440
b0_c7_456,酒渣鼻,疾病,b0_c4_118
b0_c7_457,传染,病因,b0_c7_466
b0_c7_459,集体卫生,注意事项,
b0_c7_460,洗脸,注意事项,b0_c7_150
b0_c7_461,不用手或衣袖拭眼,注意事项,b0_c4_286
b0_c7_462,一眼患病,发病部位,
b0_c7_463,1%硝酸银眼药水,药品,
b0_c7_464,0.5%四环素眼药膏,药品,
b0_c7_465,流行,预后情况,
b0_c7_466,急性期患者,多发人群,
b0_c7_467,医护人员,多发人群,
b0_c7_469,另眼感染,并发症,b0_c7_462
b0_c7_470,淋巴肉芽肿,疾病,b0_c0_245
b0_c7_471,鹦鹉热,疾病,b0_c7_480
b0_c7_472,性病淋巴肉芽肿性结膜炎,疾病,b0_c7_133
b0_c7_473,衣原体,疾病,b0_c3_1166
b0_c7_475,立克次纲,病因,b0_c7_473
b0_c7_476,衣原体目,病因,b0_c7_473
b0_c7_477,属I,病因,
b0_c7_479,属Ⅱ,病因,
b0_c7_480,鹦鹉热衣原体,疾病,b0_c7_673
b0_c7_481,细胞壁,解剖结构,b0_c7_473
b0_c7_482,细胞膜,解剖结构,b0_c7_473
b0_c7_483,TRA,诊断方案,b0_c7_150
b0_c7_484,结膜角膜疾病,疾病,b0_c7_150
b0_c7_485,滤泡性慢性结膜炎,疾病,b0_c7_150
b0_c7_486,弥漫性角膜上皮炎,疾病,b0_c7_150
b0_c7_487,实质性结膜干燥症,疾病,b0_c7_150
b0_c7_488,上皮下角膜炎,疾病,b0_c7_150
b0_c7_489,trachoma,别名,b0_c7_150
b0_c7_490,Chlamydia trachomatis,病因,b0_c7_150
b0_c7_491,眼血清型,病因,b0_c0_245
b0_c7_492,生殖血清型,病因,b0_c0_245
b0_c7_493,性病性淋巴肉芽肿血清型,病因,b0_c0_245
b0_c7_494,A,病因,b0_c7_491
b0_c7_495,B,病因,b0_c7_491
b0_c7_496,Ba,病因,b0_c7_491
b0_c7_497,C,病因,b0_c7_491
b0_c7_498,D,病因,b0_c7_492
b0_c7_499,Da,病因,b0_c7_492
b0_c7_500,E,病因,b0_c7_492
b0_c7_501,F,病因,b0_c7_492
b0_c7_502,G,病因,b0_c7_492
b0_c7_503,H,病因,b0_c7_492
b0_c7_504,I,病因,b0_c7_492
b0_c7_505,Ja,病因,b0_c7_492
b0_c7_506,J,病因,b0_c7_492
b0_c7_507,K,病因,b0_c7_492
b0_c7_508,L1,病因,b0_c7_493
b0_c7_509,L2,病因,b0_c7_493
b0_c7_510,L2a,病因,b0_c7_493
b0_c7_511,L3,病因,b0_c7_493
b0_c7_512,节肢昆虫,病因,b0_c7_150
b0_c7_513,不良的卫生条件,病因,b0_c7_150
b0_c7_515,酷热或沙尘气候,病因,b0_c7_150
b0_c7_516,上穹隆及睑板上缘结膜显著,解剖结构,b0_c7_150
b0_c7_517,网状,解剖结构,b0_c7_150
b0_c7_518,乳头,解剖结构,b0_c2_590
b0_c7_519,角膜缘滤泡,解剖结构,b0_c7_150
b0_c7_520,国际沙眼金质奖章,注意事项,
b0_c7_523,结膜明显充血,症状和体征,b0_c7_150
b0_c7_524,上下穹隆部结膜满布滤泡,症状和体征,b0_c7_150
b0_c7_525,干燥,症状和体征,b0_c7_150
b0_c7_526,结膜充血减轻,症状和体征,b0_c7_150
b0_c7_527,污秽肥厚,症状和体征,b0_c7_150
b0_c7_528,乳头及滤泡增生,症状和体征,b0_c7_150
b0_c7_529,垂幕状的角膜血管翳,症状和体征,b0_c7_150
b0_c7_530,白色平滑的瘢痕,症状和体征,b0_c7_150
b0_c7_531,角膜血管翳,症状和体征,b0_c7_150
b0_c7_532,薄翳,症状和体征,b0_c7_150
b0_c7_533,斑翳,症状和体征,b0_c7_150
b0_c7_534,白斑,症状和体征,b0_c7_150
b0_c7_537,广泛的角膜血管翳,症状和体征,b0_c7_150
b0_c7_538,沙眼快速评估法,诊断方案,b0_c7_150
b0_c7_539,trachoma rapid assessment,诊断方案,b0_c7_538
b0_c7_540,失明,预后情况,b0_c7_150
b0_c7_541,中华人民共和国,多发人群,b0_c7_150
b0_c7_542,1-9岁儿童,多发人群,b0_c7_150
b0_c7_543,成年人,多发人群,b0_c7_150
b0_c7_544,14亿人口,多发人群,b0_c7_150
b0_c7_545,汤非凡,多发人群,
b0_c7_546,张晓楼,多发人群,
b0_c7_547,学龄前儿童,多发人群,b0_c6_450
b0_c7_548,低年学龄儿童,多发人群,b0_c7_150
b0_c7_549,20岁左右,多发人群,b0_c7_150
b0_c7_551,沙眼性滤泡,疾病,b0_c0_245
b0_c7_552,沙眼性剧烈炎症,疾病,b0_c0_245
b0_c7_553,沙眼性瘢痕,疾病,
b0_c7_554,沙眼性倒睫,疾病,
b0_c7_555,慢性滤泡性结膜炎,疾病,b0_c7_602
b0_c7_556,结膜滤泡症,疾病,
b0_c7_557,巨乳头性结膜炎,疾病,
b0_c7_558,TF,别名,b0_c7_551
b0_c7_559,TI,别名,b0_c7_552
b0_c7_560,TS,别名,b0_c7_553
b0_c7_561,TT,别名,b0_c7_554
b0_c7_562,CO,别名,b0_c7_310
b0_c7_563,chronic follicular conjunctivitis,别名,
b0_c7_564,conjunctival folliculosis,别名,
b0_c7_565,衣原体抗原,病因,b0_c4_362
b0_c7_566,衣原体特异抗体,病因,b0_c7_592
b0_c7_567,抗原血清型,病因,
b0_c7_568,血清,解剖结构,b0_c14_63
b0_c7_569,分泌液,解剖结构,
b0_c7_570,下穹隆,解剖结构,
b0_c7_571,下睑结膜,解剖结构,b0_c7_138
b0_c7_572,嗜酸性细胞,解剖结构,
b0_c7_573,角膜接触镜配戴史,注意事项,
b0_c7_574,眼睑矫正手术,手术,b0_c17_369
b0_c7_575,弥漫性浸润,症状和体征,b0_c7_552
b0_c7_576,炎症性增厚,症状和体征,b0_c7_552
b0_c7_577,血管模糊区,症状和体征,b0_c7_552
b0_c7_578,视力<0.3,症状和体征,b0_c7_310
b0_c7_579,双侧,症状和体征,b0_c15_170
b0_c7_580,1% 四环素眼膏,药品,b0_c2_93
b0_c7_581,左氧氟沙星滴眼液,药品,b0_c2_93
b0_c7_582,红霉素眼膏,药品,b0_c2_93
b0_c7_585,结膜涂片,诊断方案,
b0_c7_586,Giemsa 染色,诊断方案,b0_c0_239
b0_c7_587,Lugol 碘染色,诊断方案,
b0_c7_588,荧光素标记的抗沙眼衣原体单克隆抗体,诊断方案,
b0_c7_589,荧光显微镜,诊断方案,
b0_c7_590,酶联免疫吸附法,诊断方案,
b0_c7_592,微量免疫荧光技术,诊断方案,
b0_c7_593,MIF,诊断方案,
b0_c7_594,结膜细胞学检查方法,诊断方案,
b0_c7_595,结膜刮片,诊断方案,b0_c7_196
b0_c7_596,衣原体分离培养,诊断方案,
b0_c7_598,分子生物学技术,诊断方案,
b0_c7_599,快速诊断试剂盒,诊断方案,
b0_c7_600,单克隆抗体,诊断方案,
b0_c7_601,免疫荧光检测,诊断方案,
b0_c7_602,儿童及青少年,多发人群,
b0_c7_603,7 岁以下儿童,多发人群,
b0_c7_604,孕期妇女,多发人群,
b0_c7_605,牙齿和骨骼损害,并发症,b0_c4_211
b0_c7_606,Surgery,别名,b0_c7_615
b0_c7_607,S,别名,b0_c7_606
b0_c7_608,Antibiotics,别名,b0_c7_615
b0_c7_609,Facial cleanliness,注意事项,b0_c7_615
b0_c7_610,Environmental improvements,注意事项,b0_c7_615
b0_c7_611,面部清洁,注意事项,b0_c7_609
b0_c7_612,环境改善,注意事项,b0_c7_610
b0_c7_613,手术矫正倒睫及睑内翻,手术,
b0_c7_614,抗生素治疗活动性沙眼,药物治疗,b0_c7_608
b0_c7_615,SAFE 战略,诊断方案,b0_c7_150
b0_c7_617,WHO,多发人群,b0_c7_150
b0_c7_618,晚期沙眼致盲,疾病,b0_c7_150
b0_c7_619,新生儿包涵体性结膜炎,疾病,
b0_c7_620,成人包涵体性结膜炎,疾病,
b0_c7_621,inclusion conjunctivitis,别名,b0_c7_138
b0_c7_622,D~K 型沙眼衣原体,病因,b0_c7_138
b0_c7_623,性生活频繁的年轻人,多发人群,b0_c7_138
b0_c7_624,生殖器衣原体感染,疾病,b0_c7_620
b0_c7_625,咽部衣原体感染,疾病,b0_c7_620
b0_c7_626,衣原体性中耳炎,疾病,b0_c7_619
b0_c7_627,呼吸道感染,疾病,b0_c7_619
b0_c7_628,淋病奈瑟菌感染,疾病,
b0_c7_629,胃肠道感染,疾病,
b0_c7_630,嗜碱性包涵体,病因,b0_c7_619
b0_c7_631,lgM 抗体,病因,
b0_c7_632,卫生知识教育,注意事项,b0_c7_138
b0_c7_633,产前护理,注意事项,b0_c7_138
b0_c7_636,结膜肥厚,症状和体征,b0_c7_620
b0_c7_637,角膜上皮浸润,症状和体征,b0_c7_620
b0_c7_638,黏液样分泌物,症状和体征,b0_c7_619
b0_c7_639,乳白色光泽滤泡,症状和体征,b0_c7_619
b0_c7_640,结膜瘢痕化,症状和体征,b0_c7_619
b0_c7_641,角膜瘢痕,症状和体征,b0_c7_619
b0_c7_642,15% 磺胺醋酸钠,药物治疗,
b0_c7_643,0.1% 利福平,药物治疗,
b0_c7_644,临床表现,诊断方案,b0_c8_1278
b0_c7_645,生殖道衣原体感染检测,诊断方案,b0_c7_138
b0_c7_647,急性滤泡性结膜炎,疾病,b0_c7_472
b0_c7_648,结膜肉芽肿性炎症,疾病,b0_c7_472
b0_c7_649,基质性角膜炎,疾病,b0_c7_472
b0_c7_650,眼睑象皮病,疾病,b0_c7_472
b0_c7_651,venereal lymphogranulom al conjunctivitis,别名,b0_c7_472
b0_c7_652,衣原体L1,病因,b0_c7_472
b0_c7_653,衣原体L2,病因,b0_c7_472
b0_c7_654,衣原体L3,病因,b0_c7_472
b0_c7_655,淋巴管闭塞,病因,b0_c7_472
b0_c7_658,全角膜,解剖结构,b0_c8_1207
b0_c7_660,睑结膜充血水肿,症状和体征,b0_c7_472
b0_c7_661,上方浅层角膜上皮炎症,症状和体征,b0_c7_472
b0_c7_662,致密角膜血管翳,症状和体征,
b0_c7_664,浸润,症状和体征,
b0_c7_666,坏死,症状和体征,b0_c10_774
b0_c7_667,Frei试验,诊断方案,b0_c7_472
b0_c7_668,细胞内包涵体,诊断方案,b0_c7_472
b0_c7_669,衣原体分离,诊断方案,b0_c7_472
b0_c7_670,巩膜炎,疾病,b0_c7_472
b0_c7_671,葡萄膜炎,疾病,b0_c7_472
b0_c7_672,视神经炎,疾病,b0_c3_556
b0_c7_673,鹦鹉热性结膜炎,疾病,
b0_c7_674,psittacosis conjunctivitis,别名,b0_c7_673
b0_c7_675,鸟类,病因,b0_c7_673
b0_c7_676,肺部症状,症状和体征,b0_c7_673
b0_c7_677,干咳,症状和体征,b0_c7_673
b0_c7_678,放射线影像肺部呈斑片状阴影,症状和体征,b0_c7_673
b0_c7_680,畏寒,症状和体征,b0_c7_673
b0_c7_681,肌肉痛,症状和体征,b0_c7_673
b0_c7_682,脾大,症状和体征,b0_c7_673
b0_c7_683,上睑结膜慢性乳头状增生浸润,症状和体征,b0_c7_673
b0_c7_684,上皮角膜炎,症状和体征,b0_c7_673
b0_c7_685,结膜上皮细胞内包涵体,症状和体征,b0_c7_673
b0_c7_686,治疗同上,基础治疗,b0_c7_673
b0_c7_687,衣原体组织培养阳性,诊断方案,b0_c7_673
b0_c7_688,鸟类爱好者,多发人群,b0_c7_673
b0_c7_689,宠物店店主和店员,多发人群,b0_c7_673
b0_c7_690,家禽行业的工人,多发人群,b0_c7_673
b0_c7_691,咽结膜热,疾病,b0_c3_142
b0_c7_692,慢性病毒性结膜炎,疾病,
b0_c7_693,流行性出血性结膜炎,疾病,b0_c7_194
b0_c7_694,新城鸡痘结膜炎,疾病,b0_c7_194
b0_c7_695,传染性软疣性睑结膜炎,疾病,b0_c7_692
b0_c7_696,水痘-带状疱疹性睑结膜炎,疾病,b0_c7_692
b0_c7_697,麻疹性角结膜炎,疾病,b0_c7_692
b0_c7_698,vir al conjunctivitis,别名,b0_c3_142
b0_c7_699,腺病毒性,病因,b0_c3_142
b0_c7_700,肠道病毒性,病因,b0_c3_142
b0_c7_701,腺病毒性角结膜炎,疾病,b0_c8_536
b0_c7_703,epidemic keratoconjunctivitis,别名,b0_c7_196
b0_c7_704,8型腺病毒,病因,b0_c7_169
b0_c7_705,19型腺病毒,病因,b0_c7_169
b0_c7_706,29型腺病毒,病因,b0_c7_169
b0_c7_707,37型腺病毒,病因,b0_c7_169
b0_c7_708,人腺病毒D亚组,病因,b0_c7_169
b0_c7_709,病毒抗原,疾病,b0_c8_619
b0_c7_710,免疫反应,疾病,b0_c7_709
b0_c7_712,前基质层,解剖结构,b0_c7_720
b0_c7_713,潜伏期,注意事项,
b0_c7_714,5-7天,注意事项,b0_c7_196
b0_c7_715,眼部受累,发病部位,b0_c4_83
b0_c7_717,真膜,症状和体征,
b0_c7_718,斑点状上皮损害,症状和体征,b0_c7_196
b0_c7_719,上皮浸润,症状和体征,b0_c7_196
b0_c7_720,上皮下浸润,症状和体征,b0_c7_196
b0_c7_721,咽痛,症状和体征,b0_c7_691
b0_c7_722,腹泻,症状和体征,b0_c3_77
b0_c7_723,角膜上皮下浸润,症状和体征,b0_c7_196
b0_c7_724,病毒培养,诊断方案,b0_c7_196
b0_c7_725,PCR检测,诊断方案,b0_c7_196
b0_c7_727,扁平瓣痕,并发症,b0_c7_361
b0_c7_728,永久性视力损害,疾病,b0_c7_380
b0_c7_729,中耳炎,并发症,b0_c1_533
b0_c7_730,70型肠道病毒,病因,b0_c7_693
b0_c7_731,A24型柯萨奇病毒,病因,b0_c7_693
b0_c7_733,下穹窿,解剖结构,b0_c7_555
b0_c7_734,上下睑睫毛,解剖结构,b0_c7_440
b0_c7_735,膜或假膜,解剖结构,b0_c4_791
b0_c7_736,人群之间的接触,注意事项,b0_c4_791
b0_c7_737,逐渐减药,注意事项,b0_c7_750
b0_c7_738,突然停药,注意事项,b0_c7_750
b0_c7_739,激素的副作用,注意事项,b0_c7_750
b0_c7_740,片状或点状,症状和体征,b0_c7_120
b0_c7_742,全身症状,症状和体征,b0_c7_693
b0_c7_743,患眼红,症状和体征,b0_c7_440
b0_c7_744,干扰素滴眼剂,药品,b0_c5_94
b0_c7_745,0.1%碘苷,药品,b0_c5_94
b0_c7_746,0.1%利巴韦林,药品,b0_c5_94
b0_c7_747,4%吗啉胍,药品,b0_c5_94
b0_c7_748,血管收缩剂,药物治疗,b0_c2_93
b0_c7_750,皮质类固醇眼药水,药物治疗,b0_c4_791
b0_c7_751,局部冷敷,辅助治疗,b0_c4_791
b0_c7_752,前葡萄膜炎,疾病,b0_c7_693
b0_c7_753,上皮或上皮下角膜炎,并发症,b0_c4_791
b0_c7_754,复发,疾病,b0_c7_137
b0_c7_755,上呼吸道感染,疾病,b0_c7_691
b0_c7_756,眼部滤泡性结膜炎,疾病,b0_c7_691
b0_c7_757,一过性浅层点状角膜炎,疾病,b0_c7_691
b0_c7_758,pharyngoconjunctival fever,别名,b0_c7_691
b0_c7_759,腺病毒3型,病因,b0_c7_691
b0_c7_760,腺病毒4型,病因,b0_c7_691
b0_c7_761,腺病毒7型,病因,b0_c7_691
b0_c7_762,呼吸道分泌物,解剖结构,
b0_c7_763,中央角膜区,解剖结构,
b0_c7_764,勿去公共场所,注意事项,b0_c7_691
b0_c7_765,勿去泳池,注意事项,b0_c7_691
b0_c7_766,减少传播机会,注意事项,b0_c7_691
b0_c7_767,夏冬季节,解剖结构,b0_c7_691
b0_c7_768,幼儿园,解剖结构,b0_c7_691
b0_c7_769,全身乏力,症状和体征,b0_c7_691
b0_c7_770,体温上升至38.3~40℃,症状和体征,b0_c7_691
b0_c7_771,上皮下混浊,症状和体征,b0_c7_691
b0_c7_772,灰白色的上皮下浸润,症状和体征,b0_c7_763
b0_c7_773,大量单核细胞,诊断方案,b0_c7_691
b0_c7_774,无细菌生长,诊断方案,b0_c7_691
b0_c7_775,病程10天左右,预后情况,b0_c7_691
b0_c7_776,4~9岁儿童,多发人群,b0_c7_691
b0_c7_777,epidemic hemorrhagic conjunctivitis,别名,b0_c7_693
b0_c7_778,阿波罗Ⅱ号结膜炎,别名,b0_c7_693
b0_c7_779,70 型肠道病毒,病因,b0_c7_693
b0_c7_780,A24 型柯萨奇病毒,病因,b0_c7_693
b0_c7_781,医院管理,注意事项,b0_c7_693
b0_c7_783,变态反应性结膜炎,疾病,b0_c7_6
b0_c7_784,自身免疫性结膜炎,疾病,
b0_c7_785,变态反应性炎症,疾病,
b0_c7_786,花粉症,疾病,b0_c7_6
b0_c7_787,异位性结膜炎,疾病,b0_c7_6
b0_c7_788,孢性结膜炎,疾病,b0_c7_6
b0_c7_789,医源性结膜接触性结膜炎,疾病,b0_c7_6
b0_c7_790,干燥性角结膜炎,疾病,b0_c7_6
b0_c7_791,结膜类天疱疮,疾病,b0_c7_6
b0_c7_792,免疫性结膜炎（immunologic conjunctivitis）,别名,b0_c7_6
b0_c7_793,自身免疫反应,疾病,b0_c7_784
b0_c7_795,花粉,病因,b0_c6_457
b0_c7_796,尘埃,病因,b0_c7_783
b0_c7_797,动物羽毛,病因,b0_c7_783
b0_c7_798,微生物,病因,b0_c7_783
b0_c7_799,超敏性免疫反应,病因,
b0_c7_800,体液免疫介导,病因,b0_c7_783
b0_c7_801,细胞介导,病因,b0_c7_783
b0_c7_802,合理、规范用药,注意事项,b0_c7_6
b0_c7_803,滥用糖皮质激素,注意事项,b0_c7_6
b0_c7_804,滥用抗生素,注意事项,b0_c6_15
b0_c7_805,眼部的长期用药,注意事项,b0_c7_6
b0_c7_806,速发型,症状和体征,b0_c7_6
b0_c7_807,慢性过程,症状和体征,b0_c7_6
b0_c7_808,过敏反应,症状和体征,b0_c7_6
b0_c7_809,迟发型,症状和体征,b0_c7_783
b0_c7_812,肥大细胞稳定剂,药物治疗,b0_c2_93
b0_c7_815,环孢素,药物治疗,b0_c6_344
b0_c7_816,变态反应性疾病,疾病,
b0_c7_817,免疫球蛋白 E 综合征,疾病,b0_c7_74
b0_c7_818,睑结膜型,疾病,
b0_c7_819,角结膜缘型,疾病,
b0_c7_820,混合型,疾病,
b0_c7_821,弥漫性点状上皮角膜炎,疾病,b0_c7_74
b0_c7_822,盾形无菌性上皮损害,疾病,b0_c7_74
b0_c7_823,自限性疾病,疾病,b0_c7_74
b0_c7_824,vernal keratoconjunctivitis,别名,b0_c7_74
b0_c7_825,春季卡他性结膜炎,别名,b0_c7_74
b0_c7_826,季节性结膜炎,别名,b0_c7_74
b0_c7_827,春季溃疡,别名,b0_c7_822
b0_c7_828,Ⅰ型和Ⅳ型超敏反应,病因,b0_c7_74
b0_c7_829,花粉敏感,病因,b0_c7_74
b0_c7_830,微生物的蛋白质成分,病因,b0_c7_74
b0_c7_831,动物皮屑和羽毛,病因,b0_c7_74
b0_c7_832,ICAM-1,病因,b0_c7_74
b0_c7_833,IgE,病因,b0_c7_74
b0_c7_834,IgG,病因,b0_c7_74
b0_c7_835,组胺,病因,b0_c7_74
b0_c7_836,类胰蛋白酶,病因,b0_c7_74
b0_c7_837,组胺酶,病因,b0_c7_74
b0_c7_838,嗜酸性颗粒,病因,b0_c7_74
b0_c7_839,前列腺素,病因,b0_c6_343
b0_c7_840,毛细血管丛,解剖结构,b0_c7_818
b0_c7_841,家族过敏史,注意事项,b0_c7_74
b0_c7_842,青春期,解剖结构,b0_c7_74
b0_c7_843,春夏季节,解剖结构,b0_c7_74
b0_c7_844,眼部奇痒,症状和体征,b0_c7_74
b0_c7_845,黏丝状分泌物,症状和体征,b0_c5_202
b0_c7_846,夜间症状加重,症状和体征,b0_c7_74
b0_c7_847,粉红色结膜,症状和体征,b0_c7_818
b0_c7_848,巨大乳头呈铺路石样排列,症状和体征,b0_c7_818
b0_c7_849,弥散的小乳头,症状和体征,b0_c7_818
b0_c7_850,黄褐色胶样增生,症状和体征,b0_c7_819
b0_c7_851,污红色胶样增生,症状和体征,b0_c7_819
b0_c7_852,Horner-Trantas 结节,症状和体征,b0_c7_74
b0_c7_853,微小血管翳,症状和体征,b0_c7_74
b0_c7_854,季节性反复发作,症状和体征,b0_c7_74
b0_c7_855,奇痒,症状和体征,b0_c7_74
b0_c7_856,铺路石样乳头状增生,症状和体征,b0_c7_74
b0_c7_857,胶样结节,症状和体征,b0_c7_74
b0_c7_858,嗜酸性粒细胞增多,症状和体征,b0_c6_457
b0_c7_859,色甘酸钠,药物治疗,b0_c7_812
b0_c7_860,奈多罗米,药物治疗,b0_c7_812
b0_c7_861,2% 环孢素,药物治疗,b0_c7_74
b0_c7_862,冷敷,辅助治疗,b0_c7_74
b0_c7_863,男孩,多发人群,b0_c7_74
b0_c7_864,儿童和青少年,多发人群,b0_c3_131
b0_c7_865,全局角膜血管化,疾病,b0_c7_74
b0_c7_867,白内障,疾病,b0_c8_1159
b0_c7_868,IL-2,病因,
b0_c7_869,IL-E,病因,
b0_c7_870,炎症介质,病因,b0_c3_37
b0_c7_871,不含防腐剂的剂型,注意事项,b0_c4_660
b0_c7_872,角膜上皮点状缺损,发病部位,b0_c5_202
b0_c7_873,眼部异物感,症状和体征,b0_c7_74
b0_c7_876,allergic conjunctivitis,别名,b0_c6_457
b0_c7_877,过敏原,病因,b0_c6_457
b0_c7_878,角膜接触镜及其清洗液,病因,b0_c6_457
b0_c7_879,眼部瘙痒,症状和体征,b0_c6_457
b0_c7_880,系统性过敏症状,症状和体征,b0_c6_457
b0_c7_881,眼睑皮肤急性湿疹,症状和体征,b0_c6_457
b0_c7_882,皮革样变,症状和体征,b0_c6_457
b0_c7_883,睑结膜乳头状增生,症状和体征,b0_c6_457
b0_c7_884,结膜上皮剥脱,症状和体征,b0_c6_457
b0_c7_885,斑点样上皮糜烂,症状和体征,b0_c6_457
b0_c7_886,睫状肌麻痹药,药品,b0_c22_186
b0_c7_887,氨基糖苷类抗生素,药品,b0_c6_457
b0_c7_888,防腐剂,药品,b0_c22_94
b0_c7_889,缩瞳剂,药品,b0_c8_1162
b0_c7_890,0.1%地塞米松,药品,b0_c7_750
b0_c7_891,0.1%肾上腺素,药品,b0_c7_748
b0_c7_892,1%麻黄碱,药品,b0_c7_748
b0_c7_893,2%~3%硼酸水,药品,b0_c6_457
b0_c7_894,0.5%酮咯酸氨丁三醇,药品,b0_c6_343
b0_c7_895,0.05%富马酸依美斯汀,药品,b0_c6_396
b0_c7_896,萘多罗米钠滴眼,药品,b0_c7_897
b0_c7_897,细胞膜稳定剂,药物治疗,b0_c6_457
b0_c7_898,全身抗过敏药物,药物治疗,b0_c6_457
b0_c7_899,湿敷,辅助治疗,
b0_c7_900,过敏原接触史,诊断方案,b0_c6_457
b0_c7_901,季节性过敏性结膜炎,疾病,b0_c22_360
b0_c7_902,点状上皮性角膜炎,疾病,b0_c7_901
b0_c7_903,枯草热性结膜炎,别名,b0_c7_901
b0_c7_904,hay-fever conjunctivitis,别名,b0_c7_901
b0_c7_905,植物的花粉,病因,b0_c7_901
b0_c7_906,高温环境,注意事项,b0_c7_901
b0_c7_907,春季,解剖结构,b0_c7_901
b0_c7_908,结膜水肿,疾病,b0_c7_901
b0_c7_909,过敏性鼻炎,疾病,b0_c7_901
b0_c7_910,支气管哮喘,疾病,b0_c7_901
b0_c7_911,植物花粉,病因,b0_c7_920
b0_c7_912,杂草,病因,b0_c7_920
b0_c7_913,全身使用抗组胺药,药物治疗,b0_c2_93
b0_c7_914,全身使用非甾体抗炎药,药物治疗,b0_c2_93
b0_c7_915,全身使用糖皮质激素,药物治疗,b0_c2_93
b0_c7_917,脱离过敏原,基础治疗,
b0_c7_918,眼睑冷敷,基础治疗,
b0_c7_919,生理盐水冲洗结膜囊,基础治疗,b0_c7_413
b0_c7_920,脱敏治疗,辅助治疗,b0_c7_924
