id:ID,name,:LABEL
979,抗病毒治疗,治疗方案
980,继续临床和免疫学观察,治疗方案
981,抗病毒药物,治疗方案
982,Zidovudine 600mg/天，分次应用,治疗方案
983,Zidovudine与Didanosine或Zalcitabine联合应用,治疗方案
984,继续使用Zidovudine治疗,治疗方案
985,改为Didanosine治疗,治疗方案
986,改为Didanosine或Zalcitabine治疗,治疗方案
987,无症状，CD4+淋巴细胞计数 >500细胞/μl,阶段
988,无症状，CD4+淋巴细胞计数 200–500细胞/μl,阶段
989,有症状，CD4+淋巴细胞计数 200–500细胞/μl,阶段
990,曾使用抗逆转录病毒药物,阶段
991,使用Zidovudine过程中CD4+淋巴细胞计数 <300细胞/μl,阶段
992,使用Zidovudine超过4个月,阶段
993,不能耐受Zidovudine或疾病持续进展,阶段
994,匐行性脉络膜视网膜炎,疾病
995,糖皮质激素口服剂量一般为1.0mg/(kg·d)，在疾病活动性得以控制后，逐渐减量，并用维持剂量15~20mg/d，治疗应持续1年或1年以上,治疗方案
996,糖皮质激素玻璃体内注射治疗匐行性脉络膜视网膜炎伴发的脉络膜新生血管,治疗方案
997,环孢素初始剂量为5mg/(kg·d)，随着病情改善逐渐减量，治疗时间一般在1年以上,治疗方案
998,苯丁酸氮芥口服剂量为0.1mg/(kg·d)，总治疗时间15个月,治疗方案
999,硫唑嘌呤剂量为1~2mg/(kg·d),治疗方案
1000,环磷酰胺剂量为1~2mg/(kg·d),治疗方案
1001,1.0mg/(kg·d),用药剂量
1002,15~20mg/d,用药剂量
1003,1~2mg/(kg·d),用药剂量
1004,糖皮质激素治疗方案,治疗方案
1005,三联免疫抑制剂治疗方案，即选用糖皮质激素联合环孢素和硫唑嘌呤（或苯丁酸氮芥、环磷酰胺）,治疗方案
1006,免疫抑制剂联合中药治疗方案，即苯丁酸氮芥（或环磷酰胺）联合中药治疗,治疗方案
1007,泼尼松［1mg/(kg·d)］联合环孢素［5mg/(kg·d)］和硫唑嘌呤［1~1.5mg/(kg·d)］,治疗方案
1008,免疫抑制剂联合中药治疗方案,治疗方案
1009,免疫反应所致的脉络膜血管炎,病因
1010,病情较轻,阶段
1011,视力降至0.1以下,阶段
1012,双眼活动性病变或陷至黄斑区,阶段
1013,对其他药物治疗无反应，病变呈进行性退化,阶段
1014,泼尼松［1mg/(kg·d)］,用药剂量
1015,环孢素［5mg/(kg·d)］,用药剂量
1016,硫唑嘌呤［1~1.5mg/(kg·d)］,用药剂量
1017,氩激光光凝,治疗方案
1018,光动力学疗法,治疗方案
1019,黄斑中心凹无血管区,发病部位
1020,风湿性疾病伴发葡萄膜炎,疾病
1021,迅速控制炎症反应，减少或预防并发症的发生，预防葡萄膜炎复发,治疗方案
1022,强直性脊椎炎,疾病
1023,Reiter 综合征,疾病
1024,牛皮癣性关节炎,疾病
1025,炎症性肠病,疾病
1026,复发性多软骨炎,疾病
1027,类肉瘤病,疾病
1028,Behcet 病,疾病
1029,幼年型慢性关节炎,疾病
1030,糖皮质激素、非甾体消炎药、睫状肌麻痹剂点眼治疗,治疗方案
1031,糖皮质激素后 Tenon 袋下注射（单侧病变）或口服（双侧病变）,治疗方案
1032,糖皮质激素后 Tenon 袋下注射,治疗方案
1033,糖皮质激素口服,治疗方案
1034,其他免疫抑制剂全身应用,治疗方案
1035,几种免疫抑制剂联合应用,治疗方案
1036,全身糖皮质激素和/或其他免疫抑制剂治疗,治疗方案
1037,主要使用糖皮质激素以外的免疫抑制剂,治疗方案
1038,糖皮质激素常作为局部用药或辅助用药,治疗方案
1039,中医治疗应用证施治,治疗方案
1040,后葡萄膜,发病部位
1041,视网膜血管,发病部位
1042,炎性性肠道疾病,疾病
1043,后 Tenon 袋下注射糖皮质激素,治疗方案
1044,抗肿瘤坏死因子抗体（infliximab）,治疗方案
1045,可溶性肿瘤坏死因子受体（etanercept）,治疗方案
1046,眼后段,发病部位
1047,黄斑病变,疾病
1048,中药治疗,治疗方案
1049,自限性,病因类型
1050,后葡萄膜炎,疾病
1051,免疫抑制剂,治疗方案
1052,美来丁酸氟苯,治疗方案
1053,对症治疗,治疗方案
1054,感染因素,病因
1055,非感染因素,病因
1056,长期反复发作,阶段
1057,非感染性,病因类型
1058,糖皮质激素的剂量未具体说明,用药剂量
1059,美来丁酸氟苯可引起精子生成障碍,用药剂量
1060,贝赫切特病,疾病
1061,中间葡萄膜炎,疾病
1062,使用抗生素,治疗方案
1063,选用糖皮质激素,治疗方案
1064,选用其他免疫抑制剂,治疗方案
1065,尽早使用合适的免疫抑制剂,治疗方案
1066,大剂量糖皮质激素治疗,治疗方案
1067,免疫抑制剂及其在葡萄膜炎治疗中的应用,治疗方案
1068,眼组织,发病部位
1069,白细胞和血小板减少患者,适用人群
1070,结核杆菌感染者,适用人群
1071,大剂量糖皮质激素,用药剂量
1072,Bechet病性葡萄膜炎,疾病
1073,使用免疫抑制剂和中药,治疗方案
1074,Behcet病性后葡萄膜炎,疾病
1075,糖皮质激素眼局部应用,治疗方案
1076,全身应用糖皮质激素,治疗方案
1077,环磷酰胺冲击治疗,治疗方案
1078,糖皮质激素和环磷酰胺联合用药,治疗方案
1079,糖皮质激素和苯丁酸氮芥联合用药,治疗方案
1080,糖皮质激素和硫唑嘌呤联合用药,治疗方案
1081,糖皮质激素和环孢素联合用药,治疗方案
1082,苯丁酸氮芥和环孢素联合用药,治疗方案
1083,苯丁酸氮芥和硫唑嘌呤联合用药,治疗方案
1084,中药联合治疗,治疗方案
1085,免疫反应异常,病因
1086,自身免疫性疾病,病因
1087,慢性期,阶段
1088,Behcet 病性后葡萄膜炎,疾病
1089,感染性后葡萄膜炎,疾病
1090,CMV 性视网膜炎,疾病
1091,结核性脉络膜炎,疾病
1092,内源性后葡萄膜炎,疾病
1093,抗感染药物,治疗方案
1094,免疫反应,病因
1095,物理疗法,治疗方案
1096,针对肿周坏死因子的生物制剂,治疗方案
1097,独活15g 苦艾15g 川牛膝15g 川断15g 杜仲12g 秦艽15g 防风12g 细辛3g 川芎12g 当归12g 桃仁12g 红花12g 熟地12g 赤芍12g 白芍15g 甘草3g,治疗方案
1098,独活15g 苦艾15g 川牛膝15g 川断15g 杜仲12g 秦艽15g 防风12g 细辛3g 川芎12g 当归12g 桃仁12g 红花12g 熟地12g 赤芍12g 白芍15g 甘草3g，加附子9g 肉桂9g,治疗方案
1099,独活15g 苦艾15g 川牛膝15g 川断15g 杜仲12g 秦艽15g 防风12g 细辛3g 川芎12g 当归12g 桃仁12g 红花12g 熟地12g 赤芍12g 白芍15g 甘草3g，加生地12g 黄柏10g 元参12g,治疗方案
1100,独活15g 苦艾15g 川牛膝15g 川断15g 杜仲12g 秦艽15g 防风12g 细辛3g 川芎12g 当归12g 桃仁12g 红花12g 熟地12g 赤芍12g 白芍15g 甘草3g，加大黄10g（后下） 黄芩12g 竹叶12g,治疗方案
1101,脊椎,发病部位
1102,1%~2%阿托品眼膏或滴眼剂点眼治疗，一日 1~2 次,治疗方案
1103,2%后马托品眼膏或滴眼剂点眼治疗，每日一次或两次,治疗方案
1104,托品酸胺之类的短效制剂点眼，每晚点眼一次，或隔日点眼一次,治疗方案
1105,0.1%地塞米松滴眼剂 15 分钟~1 小时点眼 1 次,治疗方案
1106,普鲁卡灵滴眼剂每 1~2 小时点眼 1 次,治疗方案
1107,地塞米松 2.5mg 后 Tenon 囊下注射,治疗方案
1108,泼尼松口服，剂量为 30~50mg/d，用药 5~7 天后减量，一般口服治疗时间不超过 2 周,治疗方案
1109,非甾体消炎药口服治疗,治疗方案
1110,白内障声乳化联合人工晶体植入术,治疗方案
1111,抗炎剂和降眼压药物控制炎症和眼压,治疗方案
1112,激光虹膜周边切除术,治疗方案
1113,周边虹膜切除术,治疗方案
1114,小梁切除术,治疗方案
1115,急性严重,阶段
1116,炎症减轻,阶段
1117,1%~2%阿托品眼膏或滴眼剂,用药剂量
1118,托品酸胺之类的短效制剂,用药剂量
1119,0.1%地塞米松滴眼剂,用药剂量
1120,普鲁卡灵滴眼剂,用药剂量
1121,地塞米松 2.5mg,用药剂量
1122,泼尼松 30~50mg/d,用药剂量
1123,复发性多发性软骨炎,疾病
1124,泼尼松治疗，剂量为 0.5~1mg/(kg·d),治疗方案
1125,其他免疫抑制剂或联合其他免疫抑制剂治疗,治疗方案
1126,氨苯砜,治疗方案
1127,琥噻嗪呤,治疗方案
1128,苯丁酸氮芥环磷酰胺,治疗方案
1129,局部点用糖皮质激素,治疗方案
1130,全身应用糖皮质激素（如泼尼松口服治疗）,治疗方案
1131,环磷酰胺、苯丁酸氮芥、琥噻嗪呤等抗炎抑制剂治疗,治疗方案
1132,氨苯砜联合糖皮质激素,治疗方案
1133,轻或中度炎症,阶段
1134,顽固性炎症,阶段
1135,严重者,阶段
1136,顽固性葡萄膜炎症,阶段
1137,严重的坏死性巩膜炎,阶段
1138,β-内酰胺和四环素类抗生素,治疗方案
1139,强力霉素 100mg，PO，Bid,治疗方案
1140,阿莫西林 250–500mg，PO，Tid–Qid,治疗方案
1141,头孢呋辛 500mg，PO，Bid,治疗方案
1142,头孢菌素 2g，iv，qd,治疗方案
1143,头孢菌素 2g，iv，每 8 小时 1 次,治疗方案
1144,青霉素 C 2000~2400 万 IU，iv,治疗方案
1145,红霉素眼膏 点眼，Bid,治疗方案
1146,西环素眼膏 点眼，Bid,治疗方案
1147,0.1%地塞米松滴眼剂 点眼，3~10 次/d,治疗方案
1148,2%后马托品眼膏 点眼，qd~qspd,治疗方案
1149,泼尼松 1mg/kg·d ，PO ，早晨顿服,治疗方案
1150,头孢菌素静脉滴注 每日 2g（成人）,治疗方案
1151,游走性红斑,病因
1152,关节炎,病因
1153,神经系统受累或中度以上心脏受累,病因
1154,中间葡萄膜炎、后葡萄膜炎和视神经炎,病因
1155,心脏,发病部位
1156,间质性角膜炎,疾病
1157,钱币型角膜炎,疾病
1158,脉络膜炎,疾病
1159,红霉素点眼治疗,治疗方案
1160,糖皮质激素滴眼点眼治疗,治疗方案
1161,0.1%地塞米松滴眼剂点眼，1日 3~10 次，并给予磺状肌麻痹剂点眼,治疗方案
1162,口服抗生素治疗的基础上给予泼尼松口服，剂量为 1mg/(kg·d),治疗方案
1163,抗生素和糖皮质激素治疗,治疗方案
1164,特异性的抗感染治疗,治疗方案
1165,细胞毒性制剂或环孢素治疗,治疗方案
1166,糖皮质激素治疗或联合其他免疫抑制剂治疗,治疗方案
1167,冷凝、透热等治疗,治疗方案
1168,冷凝或透热,治疗方案
1169,环磷酰胺、环孢素和苯丁酸氮芥,治疗方案
1170,后 Tenon 囊下注射糖皮质激素，如有眼前段受累，尚需用糖皮质激素滴眼剂点眼,治疗方案
1171,非甾体消炎药口服，如有囊样黄斑水肿，应点用非甾体消炎药滴眼剂,治疗方案
1172,短期使用醋皮质激素,治疗方案
1173,周边视网膜冷凝或间接激光光凝,治疗方案
1174,玻璃体切除术或选用其他免疫抑制剂,治疗方案
1175,局部或全身使用糖皮质激素,治疗方案
1176,改用或联合其他免疫抑制剂,治疗方案
1177,冷凝、激光光凝或玻璃体切除术，并同时全身使用免疫抑制剂,治疗方案
1178,特发性,病因
1179,后 Tenon 囊下注射糖皮质激素,用药剂量
1180,非甾体消炎药滴眼剂,用药剂量
1181,醋皮质激素,用药剂量
1182,糖皮质激素滴眼剂,用药剂量
1183,氢化泼尼松龙 40mg，每 3～5 周重复注射一次,治疗方案
1184,非甾体消炎药滴眼液点眼治疗,治疗方案
1185,2%后马托品眼膏点眼，一日 1 次或隔日 1 次,治疗方案
1186,托品酰胺点眼治疗,治疗方案
1187,苯丁酸氨芥,治疗方案
1188,苯丁酸氨芥联合糖皮质激素口服治疗,治疗方案
1189,雪堤样改变,病因
1190,雪堤样混浊,病因
1191,血管炎,病因
1192,初发病例,阶段
1193,炎症较轻,阶段
1194,睫状体平坦部,发病部位
1195,泼尼松每天 75mg，使用 5 天，然后改为 50mg 治疗 1 周，以后每周减量 10mg,用药剂量
1196,泼尼松 1mg/(kg·d)，2 周后减量,用药剂量
1197,苯丁酸氨芥初始剂量为 0.05～0.1mg/(kg·d),用药剂量
1198,环磷酰胺 100mg/d,治疗方案
1199,环孢素 3～5mg/(kg·d),治疗方案
1200,糖皮质激素 20～30mg/d,治疗方案
1201,苯丁酸氨芥 0.05mg/(kg·d),治疗方案
1202,氨甲喋呤,治疗方案
1203,黄芩12g 黄连9g 天竺黄5g 葛根12g 胆南星5g 川贝8g,治疗方案
1204,陈皮9g 半夏10g 云苓10g 胆南星5g 枳实9g 白术9g,治疗方案
1205,痰湿,病因
1206,热痰,病因
1207,寒痰,病因
1208,炎症控制期,阶段
1209,治疗3～4个月后,阶段
1210,其他,病因类型
1211,青少年儿童,适用人群
1212,100mg/d,用药剂量
1213,3～5mg/(kg·d),用药剂量
1214,20～30mg/d,用药剂量
1215,0.05mg/(kg·d),用药剂量
1216,12g,用药剂量
1217,9g,用药剂量
1218,5g,用药剂量
1219,10g,用药剂量
1220,冷凝治疗,治疗方案
1221,冷凝-溶解-冷凝技术,治疗方案
1222,透热治疗,治疗方案
1223,透热及药物治疗,治疗方案
1224,全视网膜光凝,治疗方案
1225,玻璃体切除联合其他措施,治疗方案
1226,新生血管形成,病因
1227,炎症反应,病因
1228,周边视网膜,发病部位
1229,伴有并发症的患者,适用人群
1230,地塞米松 8mg 结膜下注射,用药剂量
1231,阿托品 0.1mg 结膜下注射,用药剂量
1232,白内障超声乳化及人工晶状体植入术,治疗方案
1233,炎症性肠道疾病,疾病
1234,糖皮质激素或柳氮磺胺吡啶,治疗方案
1235,氨甲喋呤、硫唑嘌呤、环磷酰胺、苯丁酸氮芥、环孢素、麦考酚酸酯、抗肿瘤坏死因子抗体或可溶性肿瘤坏死因子受体,治疗方案
1236,手术切除受累的肠管,治疗方案
1237,清热利湿，行气止痛,治疗方案
1238,健脾益气,治疗方案
1239,补中益气，收涩固托,治疗方案
1240,温补脾肾，收涩止泻,治疗方案
1241,疏肝理气、健脾,治疗方案
1242,糖皮质激素和非甾体消炎药,治疗方案
1243,切除病变的肠管,治疗方案
1244,湿热,病因
1245,脾虚,病因
1246,中气下陷,病因
1247,脾肾阳虚,病因
1248,肝气淤滞,病因
1249,反复发作,阶段
1250,肠道,发病部位
1251,消化道,发病部位
1252,全葡萄膜炎,疾病
1253,浆液性视网膜脱离,疾病
1254,0.1%地塞米松滴眼剂点眼，每日6~12次,治疗方案
1255,普拉洛芬滴眼剂点眼，每日6~8次,治疗方案
1256,2%后马托品眼膏或滴眼剂点眼，每日1~2次,治疗方案
1257,泼尼松30~50mg/d口服,治疗方案
1258,地塞米松2.5mg后TemoT静下注射,治疗方案
1259,吲哚美辛50~100mg/d口服,治疗方案
1260,糖皮质激素口服治疗和（或）其他免疫抑制剂治疗,治疗方案
1261,泼尼松40~60mg/d口服，早晨顿服,治疗方案
1262,苯丁酸氮芥口服0.05~0.1mg/(kg·d),治疗方案
1263,氨甲喋呤口服每周7.5~15mg,治疗方案
1264,环孢素、硫唑嘌呤、环磷酰胺等免疫抑制剂,治疗方案
1265,泼尼松口服1~1.2mg/(kg·d),治疗方案
1266,生物制剂（针对肿瘤坏死因子）,治疗方案
1267,反应性视网膜水肿,病因
1268,伴有严重肠道病变,阶段
1269,每日6~12次,用药剂量
1270,普拉洛芬滴眼剂,用药剂量
1271,每日6~8次,用药剂量
1272,每日1~2次,用药剂量
1273,泼尼松30~50mg/d,用药剂量
1274,地塞米松2.5mg,用药剂量
1275,吲哚美辛50~100mg/d,用药剂量
1276,泼尼松40~60mg/d,用药剂量
1277,苯丁酸氮芥0.05~0.1mg/(kg·d),用药剂量
1278,氨甲喋呤每周7.5~15mg,用药剂量
1279,泼尼松1~1.2mg/(kg·d),用药剂量
1280,角膜病变,疾病
1281,眼眶炎性假瘤,疾病
1282,非甾体消炎药滴眼剂点眼治疗（如昔拉洛芬）,治疗方案
1283,糖皮质激素口服治疗（泼尼松 30~60mg/d）,治疗方案
1284,磺唑嘌呤（100mg/d）,治疗方案
1285,环磷酰胺（100mg/d）,治疗方案
1286,苯丁酸氮芥 [0.1mg/(kg·d)],治疗方案
1287,环孢素 [2~5mg/(kg·d)],治疗方案
1288,糖皮质激素或其他免疫抑制剂全身治疗,治疗方案
1289,泼尼松 30~60mg/d,用药剂量
1290,磺唑嘌呤 100mg/d,用药剂量
1291,环孢素 2~5mg/(kg·d),用药剂量
1292,非甾体消炎药，如阿司匹林 [150~100mg/(kg·d)]、吲哚美辛 [1.5~3.0mg/(kg·d)]、布洛芬 [30~40mg/(kg·d)],治疗方案
1293,非甾体消炎药和免疫抑制剂联合治疗，如金制剂、柳氮磺胺吡啶、氨甲蝶呤,治疗方案
1294,非甾体消炎药、免疫抑制剂联合泼尼松治疗,治疗方案
1295,阿司匹林 [150~100mg/(kg·d)],用药剂量
1296,吲哚美辛 [1.5~3.0mg/(kg·d)],用药剂量
1297,布洛芬 [30~40mg/(kg·d)],用药剂量
1298,慢性前葡萄膜炎,疾病
1299,糖皮质激素滴眼剂、睫状肌麻痹剂和非甾体消炎药滴眼剂点眼治疗,治疗方案
1300,糖皮质激素滴眼剂（如0.1%地塞米松）点眼，每天 3-6 次，非甾体消炎药滴眼剂（如双氯芬酸钠滴眼剂）点眼，每日 4-6次，2%后马托品或托吡卡胺,治疗方案
1301,口服消炎痛 1.5-2mg/(kg·d) 或布洛芬30 mg/(kg·d),治疗方案
1302,泼尼松口服治疗，剂量为 0.8~1mg/(kg·d)，早晨顿服，应用 7~10 天后减量,治疗方案
1303,环磷酰胺、氨甲碟呤、硫唑嘌呤、苯丁酸氮芥、环孢素等免疫抑制剂,治疗方案
1304,苯丁酸氢苯和环孢素治疗,治疗方案
1305,苯丁酸氢苯治疗（初始剂量为0.1mg/(kg·d)，以后根据炎症控制情况和副作用等减少剂量）,治疗方案
1306,慢性,阶段
1307,月经来潮患者,适用人群
1308,4岁女性患者,适用人群
1309,地塞米松滴眼剂、普拉洛芬应每 1-2 小时点眼 1 次,用药剂量
1310,非甾体消炎药滴眼剂（如双氯芬酸钠滴眼剂）点眼，每日 4-6次,用药剂量
1311,泼尼松口服治疗，剂量为 0.8~1mg/(kg·d)，早晨顿服,用药剂量
1312,苯丁酸氢苯初始剂量为0.1mg/(kg·d),用药剂量
1313,苯丁酸氢苯,治疗方案
1314,环孢素 3~5mg/(kg·d)，治疗时间一般在1年以上,治疗方案
1315,环磷酰胺 2~4mg/(kg·d),治疗方案
1316,氨甲蝶呤 每周7~15mg,治疗方案
1317,抗肿瘤坏死因子的生物制剂,治疗方案
1318,糖皮质激素联合其他免疫抑制剂,治疗方案
1319,联合数种免疫抑制剂,治疗方案
1320,40岁左右的女性患者,适用人群
1321,男性患者,适用人群
1322,尚无月经初潮的女性患者,适用人群
1323,带状角膜变性,疾病
1324,免疫抑制剂治疗1年以上,治疗方案
1325,糖皮质激素和（或）其他免疫抑制剂治疗,治疗方案
1326,β-肾上腺素能受体阻断剂（如0.5%噻吗心胺）点眼，一日两次,治疗方案
1327,碳酸氢钾醇剂射剂如乙酰唑胺0.125~0.25g口服，一日两次,治疗方案
1328,非甾体消炎药和糖皮质激素点眼治疗,治疗方案
1329,糖皮质激素和（或）其他免疫抑制剂口服治疗,治疗方案
1330,虹膜周边切除术或晶状体切除术,治疗方案
1331,滤过性手术，并联合球结膜下注射抗纤维剂如5-氟尿嘧啶、高三尖杉酯碱等治疗,治疗方案
1332,前房人工引流植入术,治疗方案
1333,乙二胺四乙酸螯合后表层角膜切削术,治疗方案
1334,光学治疗性角膜切除术,治疗方案
1335,0.5%噻吗心胺,用药剂量
1336,乙酰唑胺0.125~0.25g口服，一日两次,用药剂量
1337,该病,疾病
1338,二乙酰磺喹，具有杀灭微丝蚴的作用，使用后大量微丝蚴的死亡可引起严重的全身副作用，也可使眼部炎症加重或导致视神经萎缩,治疗方案
1339,苏拉明，对成虫的毒性大于对微丝蚴的毒性，杀灭成虫也可导致全身不良反应，并且此药本身也具有致人死亡的毒性,治疗方案
1340,双氢除虫菌素,治疗方案
1341,amocarzine,治疗方案
1342,糖皮质激素（用于联合治疗）,治疗方案
1343,糖皮质激素、非甾体消炎药和睫状肌麻痹剂点眼治疗,治疗方案
1344,微丝蚴,病因
1345,成虫,病因
1346,黑蝇传播,病因
1347,麻风,疾病
1348,三叉神经麻痹,疾病
1349,其他神经麻痹,疾病
1350,眼睑畸形,疾病
1351,氨苯砜和利福平口服半年，氨苯砜每天100mg，自服；利福平每月600mg，监督服药,治疗方案
1352,利福平、氨苯砜和氯米吩三种药物联合治疗至少2年，氨苯砜每天100mg，自服；利福平每月600mg，监督服药；氯米吩每天50mg，自服，300mg每月监督服用1次,治疗方案
1353,睫状肌麻痹剂和非甾体消炎药滴眼剂点眼,治疗方案
1354,涂眼膏、人工泪液点眼,治疗方案
1355,睑外翻矫正术,治疗方案
1356,少菌量,病因
1357,多菌量,病因
1358,神经,发病部位
1359,氨苯砜每天100mg,用药剂量
1360,利福平每月600mg,用药剂量
1361,氯米吩每天50mg,用药剂量
1362,氯米吩300mg每月监督服用1次,用药剂量
1363,晶状体相关葡萄膜炎,疾病
1364,人工晶状体引起的炎症,疾病
1365,Vogt–小柳原田病性葡萄膜炎,疾病
1366,糖皮质激素滴眼剂点眼或口服糖皮质激素,治疗方案
1367,手术方法清除残存的晶状体物质,治疗方案
1368,标准的平坦部玻璃体切除术,治疗方案
1369,相应检查和针对痤疮丙酸杆菌感染的处理,治疗方案
1370,糖皮质激素和非甾体消炎药滴眼剂点眼治疗,治疗方案
1371,将人工晶状体取出,治疗方案
1372,糖皮质激素滴眼剂频繁点眼治疗,治疗方案
1373,短期中等剂量糖皮质激素口服（泼尼松成人用量为 30-40mg/d）,治疗方案
1374,长期的免疫抑制剂全身治疗,治疗方案
1375,晶状体残留物质,病因
1376,人工晶状体,病因
1377,感染（如痤疮丙酸杆菌）,病因
1378,泼尼松成人用量为 30-40mg/d,用药剂量
1379,完全的前玻璃体切除,治疗方案
1380,前玻璃体切除、皮质清除术，并清除玻璃体的晶状体残片，可植入后房型睫状沟内人工晶状体，也可考虑植入前房内人工晶状体,治疗方案
1381,前玻璃体切除和皮质清除术，并行完全的后玻璃体切除术,治疗方案
1382,术后用糖皮质激素和非甾体消炎药滴眼剂点眼治疗,治疗方案
1383,晶状体核及皮质进入玻璃体,病因
1384,糖皮质激素和非甾体消炎药滴眼剂,用药剂量
1385,黄斑区点状病变,疾病
1386,黄斑区视网膜下新生血管膜,疾病
1387,黄斑下新生血管膜,疾病
1388,泼尼松口服，剂量为 0.5～1mg/(kg·d),治疗方案
1389,黄斑下新生血管膜剥离术,治疗方案
1390,视网膜下,发病部位
1391,0.5～1mg/(kg·d),用药剂量
1392,严密观察,治疗方案
1393,特异性抗感染治疗,治疗方案
1394,控制全身性疾病,治疗方案
1395,玻璃体切除手术、巩膜扣带术,治疗方案
1396,使用糖皮质激素以外的免疫抑制剂，如苯丁酸氢氧化、环磷酰胺、环孢素,治疗方案
1397,主要使用糖皮质激素治疗,治疗方案
1398,根据中医辨证给予中药治疗,治疗方案
1399,全身性疾病,病因
1400,轻微,阶段
1401,出现囊样黄斑水肿、视网膜毛细血管无灌注,阶段
1402,出现视网膜脱离和玻璃体出血,阶段
1403,类肉瘤病性葡萄膜炎,疾病
1404,系统性红斑狼疮并发的葡萄膜炎,疾病
1405,Wegener肉芽肿伴发的葡萄膜炎,疾病
1406,结节性多动脉炎伴发的葡萄膜炎,疾病
1407,急经视网膜坏死综合征,疾病
1408,病毒性视网膜炎,疾病
1409,真菌性视网膜炎,疾病
1410,泼尼松 1mg/(kg·d)，口服，治疗 1-2周后根据炎症控制情况逐渐减量,治疗方案
1411,泼尼松 80mg/d［儿童患者为 1-2mg/(kg·d)］，治疗4天，然后用60mg/d的剂量治疗4天，改为40mg/d再治疗1个月，然后根据炎症的消退情况和荧光素眼底血管造影检查的结果逐渐调整剂量和减量,治疗方案
1412,联合其他免疫抑制剂（如环磷酰胺、苯丁酸氢氧化、环孢素、硫唑嘌呤等）进行治疗,治疗方案
1413,感染性血管炎,病因
1414,病毒,病因
1415,真菌,病因
1416,Behect病,病因
1417,Wegener肉芽肿,病因
1418,结节性多动脉炎,病因
1419,泼尼松 80mg/d［儿童患者为 1-2mg/(kg·d)］,用药剂量
1420,环孢素 2.5~5mg/(kg·d)初始剂量，2mg/(kg·d)维持剂量,治疗方案
1421,麦考酚酸酯 0.5~2g/d,治疗方案
1422,需要糖皮质激素之外免疫抑制剂治疗的患者,适用人群
1423,特发性视网膜血管炎患者,适用人群
1424,其他免疫抑制剂治疗无效或不能耐受的患者,适用人群
1425,环孢素 2.5~5mg/(kg·d),用药剂量
1426,环孢素 2mg/(kg·d),用药剂量
1427,抗淋巴细胞的一种单克隆抗体（campath 1 H）,治疗方案
1428,可溶性肿瘤坏死因子的受体（enbrel）,治疗方案
1429,抗格附分子的抗体,治疗方案
1430,抗其他细胞因子的抗体,治疗方案
1431,清热泻火，凉血止血,治疗方案
1432,健脾益气、止血,治疗方案
1433,理气活血，祛瘀止血,治疗方案
1434,血热妄行,病因
1435,脾不统血,病因
1436,气血瘀滞,病因
1437,生地15g 丹皮15g 赤芍15g 白芍12g 黄芩12g 元参10g 川朴10g 龙胆草12g,用药剂量
1438,黄芪15g 党参12g 当归12g 白术15g 云苓12g 三七参6g 仙鹤草15g 甘草3g,用药剂量
1439,当归15g 生地12g 丹参15g 桃仁12g 红花12g 川芎10g 三七参6g 赤芍12g 甘草3g,用药剂量
1440,氦激光，使用中等强度的光斑（直径 2~500μm、0.1 秒）治疗,治疗方案
1441,凝固新生血管起源部位的血管,治疗方案
1442,全视网膜凝光（光斑通常为 500μm、时间 0.1 秒）,治疗方案
1443,活动性,阶段
1444,炎症得以控制,阶段
1445,纤维增殖膜,疾病
1446,晶状体切除术,治疗方案
1447,视网膜前膜剥离术,治疗方案
1448,激光光凝或冷凝术,治疗方案
1449,巩膜扣带术,治疗方案
1450,活动性炎症阶段,阶段
1451,炎症控制后阶段,阶段
1452,糖皮质激素或其他免疫抑制剂,用药剂量
1453,广谱抗生素治疗,治疗方案
1454,敏感的抗生素治疗,治疗方案
1455,确诊阶段,阶段
1456,静脉注射抗生素,治疗方案
1457,玻璃体内注射和结膜下注射,治疗方案
1458,点眼滴眼,治疗方案
1459,青霉素 G 或氨苄青霉素,治疗方案
1460,氯霉素,治疗方案
1461,头孢他啶联合万古霉素,治疗方案
1462,头孢他啶 1.0~2.25mg/0.1ml,治疗方案
1463,庆大霉素 0.1mg/0.1ml,治疗方案
1464,妥布霉素 0.1mg/0.1ml,治疗方案
1465,氯霉素 1mg/0.1ml,治疗方案
1466,万古霉素 1.0 mg/0.1ml,治疗方案
1467,丁胺卡那霉素 0.4 mg/0.1ml,治疗方案
1468,头孢唑啉 2.25 mg/0.1ml,治疗方案
1469,克林霉素 1mg/0.1ml,治疗方案
1470,氨苄青霉素 0.5mg/0.1ml,治疗方案
1471,地塞米松 0.4 mg/0.1ml,治疗方案
1472,万古霉素 25 mg/0.5ml,治疗方案
1473,妥布霉素 20~40 mg/0.5ml,治疗方案
1474,头孢地咤 40~100mg/0.5ml,治疗方案
1475,头孢唑啉 100~125 mg/0.5ml,治疗方案
1476,氯霉素 50~100mg/0.5ml,治疗方案
1477,克林霉素 15~50mg/0.5ml,治疗方案
1478,氨苄青霉素 100mg/0.5ml,治疗方案
1479,地塞米松 4~8mg/0.5ml,治疗方案
1480,万古霉素 50mg/ml，每小时 1 次,治疗方案
1481,头孢他啶 50~100mg/ml，每小时 1 次,治疗方案
1482,头孢唑啉 50mg/ml，每小时 1 次,治疗方案
1483,妥布霉素 0.3%，每小时 1 次,治疗方案
1484,庆大霉素 0.5%，每小时 1 次,治疗方案
